Trcid	Title	Shortdescription	Longdescription	Calendarsummary	TitleEN	ShortdescriptionEN	LongdescriptionEN	CalendarsummaryEN	Types	Ids	Locatienaam	City	Adres	Zipcode	Latitude	Longitude	Urls	Media	Thumbnail	Datepattern_startdate	Datepattern_enddate	Singledates	Lastupdated
dcff9e83-9fab-4413-ba7c-b92b467b29b3	Noordelijk Ballonvaartcentrum	Vaar geruisloos boven Noord-Holland met haar prachtige bollenvelden en geniet van het mooie landschap.   Het Noordelijk Ballonvaartcentrum biedt ballonvaarten aan voor particulieren, bedrijven en groepen. Ook is het mogelijk om een ballonvaart in combinatie met een arrangement te boeken. Tevens beschikken ze over een rolstoelmand en bieden zo de mogelijkheid om minder valide mensen een unieke ervaring te bezorgen.	Het programma van de ballonvaart duurt ongeveer 2,5 tot 3 uur en bestaat uit: <br /> - Ontmoeting op de afspreeklocatie.<br /> - Vervoer naar de opstijglocatie.<br /> - Klaarmaken ballon.<br /> - Ballonvaart.<br /> - Inpakken na de landing.<br /> - Champagneluchtdoop, u mag het glas met opdruk houden.<br /> - Uitreiking herinneringscertificaat.<br /> - Vervoer terug naar de afspreeklocatie.  		Noordelijk Ballonvaartcentrum  (Northern Ballooning Centre)	Fly peacefully above the Netherlands for a breathtaking view of the Dutch scenery and beautiful tulip fields. Northern Ballooning Centre caters to individuals, groups and businesses, and offers a wide variety of additional arrangements to help you create a customized flight package. They also offer a special wheelchair basket to accommodate passengers with physical disabilities. 	A typical balloon flight package includes a 1-hour flight,  but a total of 3 or more hours of activities.  A standard flight arrangement includes: - Meeting up with your fellow passengers, and then being driven by chauffer to the launch site. - Watching the balloon be rolled out and prepared for flight.  - The wonderful balloon flight itself. - Packing up the balloon after the flight. - Celebrating with a glass of champagne while learning more about the first balloon flight. The branded glass is yours to keep as a souvenir. - Transport back to the original meeting point.		Overige buitensport,Excursie	2.8.11,2.11.2		NIEUWE NIEDORP	't Paardje  3	1733 NE	52,735220	4,904162	http://www.balloncentrum.nl	http://media.iamsterdam.com/ndtrc/Images/20111206/f506b5f8-088e-49f8-bfeb-2ea63752ca34.jpg	http://media.iamsterdam.com/ndtrc/Images/20111206/f506b5f8-088e-49f8-bfeb-2ea63752ca34.jpg				2013-12-17 07:53:58
ddc85977-51a2-43e3-9d21-c25e2e8079e9	Lovers Powerzone	De locatie van Lovers Powerzone &quot:Onder de Brug&quot: is de plek om te bowlen, lasergamen en om een drankje en hapje te nuttigen. De locatie is gelegen aan en met uitzicht over het IJ. Een plek waar dag en nacht iets te beleven valt en mensen samen komen om te ontspannen.	<strong>Lasergamen</strong><br /> Wie hier komt lasergamen wordt onder vuur genomen in een wel heel mysterieuze omgeving. In de Area 51 kunnen de gamers zich gereed maken voor vertrek. Hoor jij&nbsp:bij de goede club of bij de slechte? Het geluid van de underground versterkt de beleving. Door kieren, gaten en poorten wordt&nbsp:je beschoten. Achter muren en objecten zoek je dekking.<br /> <br /> <strong>Glow in the dark Bowlen</strong><br /> Ook is het mogelijk de strijd aan te gaan op &eacute:&eacute:n van de 6 glow in the dark bowlingbanen. Op deze geavanceerde bowlingbaan probeer je&nbsp:de tegenstanders te verslaan met het gooien van strikes. <br /> <br /> <strong>Eten en drinken</strong><br /> Na, voor of tijdens deze activiteiten bestaat de mogelijkheid om een drankje of hapje te nuttigen in de modern ingerichte horecagelegenheid waar&nbsp:je ook kunt dineren.	ma, di: 16:00 - 22:00 uur wo: 12:00 - 22:00 uur do: 16:00 - 22:00 uur vr: 15:00 - 01:00 uur za: 11:00 - 01:00 uur zo: 11:00 - 22:00 uur	Lovers Powerzone	Lovers Powerzone is one of Amsterdam?s newest attractions, located just a short walk from Central Station. Featuring laser gaming and bowling in a unique location overlooking the IJ river, Lovers Powerzone is fun for all ages.	Action-filled fun Take your friends or family to Lovers Powerzone for action-packed laser gaming. You?ll come under attack in mysterious surroundings, crawling through crevices and hiding behind oil drums. Will you be on the winning team?  You can also challenge your pals to a game of bowling on one of the six glow in the dark bowling alleys with breath-taking views of the harbour. When you?re ready to relax, you can enjoy a drink, snack or complete dinner at the modern on-site restaurant. 	Mo , Tu : 16:00 - 22:00 hour We : 12:00 - 22:00 hour Th : 16:00 - 22:00 hour Fr : 15:00 - 01:00 hour Sa : 11:00 - 01:00 hour Su: 11:00 - 22:00 hour	Attractie,Bowlingbaan,Excursie,Electronic Fun	2.1.1,2.8.1,2.11.2,2.8.21		AMSTERDAM	De Ruyterkade 153	1011 AC	52,378180	4,905059	http://www.loverspowerzone.nl/	http://media.iamsterdam.com/ndtrc/Images/20120201/e6d219da-cd4c-45aa-b303-49e94cf7c6ba.jpg,http://media.iamsterdam.com/ndtrc/Images/20120201/72584c3d-ff87-4a98-849a-b77943722b9a.jpg,http://media.iamsterdam.com/ndtrc/Images/20120201/0c17a647-a24a-4da9-880a-30de48beb849.jpg,http://media.iamsterdam.com/ndtrc/Images/20120201/a2ad18ee-4654-4a04-82e6-3b4121ed08a5.jpg	http://media.iamsterdam.com/ndtrc/Images/20120201/e6d219da-cd4c-45aa-b303-49e94cf7c6ba.jpg	01-02-2012			2013-12-17 08:58:18
ba5a6615-3d78-4673-80cd-254facf21092	Seaside Sports	Op het 300 meter brede strand van IJmuiden organiseert Seaside Sports bedrijfsuitjes, vrijgezellenuitjes, familiedagen of gewoon een gezellig dagje uit.	Blokarten staat bij Seaside Sports garant voor een sportieve en avontuurlijke dag. Het suizen van de wind, de snelheid en de prachtige omgeving in combinatie met het uitstekende materiaal en ervaren instructeurs, bezorgen keer op keer een ervaring om nooit te vergeten.<br /> <br /> Kijk op de website voor meer informatie.		Seaside Sports	At home on the 300-metre wide beach of IJmuiden, Seaside Sports organises special business outings, family days and other fun beach activities. Thanks to the flat terrain and coastal winds, land sailing is a particularly exciting way to zoom along the sand, racing friends or peers. As well as providing all necessary safety materials, experienced instructors are always on hand.			Watersport,Overige buitensport,Arrangement,Excursie,Tocht	2.8.8,2.8.11,2.11.1,2.11.2,2.11.4	Seaside Sports	IJMUIDEN	Kennemerstrand 180	1976 GA	52,456690	4,563344	http://www.seasidesports.nl/	http://media.iamsterdam.com/ndtrc/Images/20120319/d669a5de-dfca-426e-b450-21a9bca6cc22.jpg	http://media.iamsterdam.com/ndtrc/Images/20120319/d669a5de-dfca-426e-b450-21a9bca6cc22.jpg				2014-01-09 14:27:52
110f2024-08d1-42b4-bfd8-b9db0e97f542	Sex in the City	Hilarische speurtocht op de wallen. Het sexmuseum, de wallenwinkel, de Cockring en de Bananenbar: dat zijn een paar plekken waar je langs komt. 	Bekijk ook de Plaats D&eacute:lict van de moord op een prostitu&eacute:e, speel de Baantjertune op een accordeon en ga eens zitten achter een raam.<br /> <strong><br /> Sex in the City</strong><br /> Sex in the City is een hilarisch spelprogramma op de Amsterdamse wallen. Ontdek samen met je collega's of vrienden het beroemdste stukje Amsterdam. Onderweg voer je een aantal ludieke opdrachten uit. Je kunt dit spel doen in &eacute:&eacute:n team of in meerdere, Sex in the city Amsterdam staat garant voor hilariteit.	Toelichting: De excursie is op aanvraag voor 's avonds of overdag. Duur: 2 uur.	Sex in the City				Excursie	2.11.2		AMSTERDAM	Warmoesstraat 66	1012 JH	52,375106	4,897789	http://www.amsterdamexcursies.nl	http://media.iamsterdam.com/ndtrc/Images/20120411/4943e26a-4c54-409a-88c8-f8e99f9fef23.jpg	http://media.iamsterdam.com/ndtrc/Images/20120411/4943e26a-4c54-409a-88c8-f8e99f9fef23.jpg				2013-12-17 11:12:51
85d27199-aa34-44fe-80e1-8da372bc317e	Visites guidées Amsterdam (en Français)	&quot:Amsterdam in de Gouden Eeuw&quot: is een wandeling door oud Amsterdam georganiseerd door een Franse gids voor Franssprekende bezoekers. Wat was de Gouden Eeuw en hoe werd Amsterdam toen een wereldmacht? De thema?s zijn: geschiedenis, architectuur, kunst, het leven van de rijke en de arme bewoners in de 17e eeuw gepresenteerd op een toegankelijke manier (met oude kaarten/schilderijen).	De wandeling begint bij het Paleis en gaat langs het rustige gedeelte van de oudste grachten van Amsterdam. Markante gebouwen en hun vroegere bewoners worden besproken: het Paleis, het VOC huis, het Trippenhuis, de Waag, de Schreierstoren, de Oude Kerk, grachtenhuizen, Rembrandt en meer.	Altijd open	Visites guidées Amsterdam (en Français)	&quot:Amsterdam in the Golden Age&quot: is an excursion through the historic centre of Amsterdam for French-speaking visitors. What was the Golden Age and how did Amsterdam become a world power? This guided tour will look at the themes of history, architecture, art, and the lives of the rich and poor in the 17th century. The information is presented in an interesting and accessible way, for example with old paintings and maps.	The excursion starts at the Royal Palace and continues past quiet parts of the city along the city's oldest canals. Important sights on the route include the Royal Palace, Oost-Indisch Huis (East India House), Trippenhuis, Waag building, Schreierstoren, the oldest church, old canal houses, Rembrandthuis and more.	Always open	Excursie,Rondleiding	2.11.2,2.11.3	Visites guidées Amsterdam	AMSTERDAM	Vertrekpunt: Het Paleis	1001 AM	52,370216	4,895168	http://www.visites-guidees-amsterdam.nl	http://media.iamsterdam.com/ndtrc/Images/20120416/36940fc7-e20b-470e-b343-dabd4f3c107c.jpg	http://media.iamsterdam.com/ndtrc/Images/20120416/36940fc7-e20b-470e-b343-dabd4f3c107c.jpg	16-04-2012			2013-12-17 11:17:49
e047bbe7-b4d3-478e-a279-4fb3d09437c2	Pub Cruise	Gedurende anderhalf uur vaar je met een luxe watertaxi door de prachtig verlichte grachten van Amsterdam. Tijdens deze vaart geniet je onbeperkt van bier, frisdranken, wijnen en koekjes en luxe gemengde noten. 	Vanaf het water krijg je een unieke indruk van historisch Amsterdam en het bruisende nachtleven.&nbsp:Je vaart onder andere langs de wereldberoemde Rosse Buurt.&nbsp:De gids vertelt alle ins en outs over het oudste beroep en tevens oudste deel van Amsterdam.		Pub Cruise	Make a 1,5-hour cruise through a unique part of the red light district and the beautifully illuminated canals of Amsterdam. You will be served with appetizers, Heineken beer, red or white wine and soft drinks without restrictions. In addition, salty butter biscuits and an assortment of fancy nuts will be served and the world-famous red light district will be visited.  The Amsterdam canal belt is officially recognized as a UNESCO World Heritage site. 			Excursie	2.11.2	VIP Watertaxi	AMSTERDAM	Prins Hendrikkade 25	1012 TM	52,378355	4,896466	http://www.water-taxi.nl	http://media.iamsterdam.com/ndtrc/Images/20120418/f783e59c-9f75-47cd-be2a-6c0df19f989c.jpg	http://media.iamsterdam.com/ndtrc/Images/20120418/f783e59c-9f75-47cd-be2a-6c0df19f989c.jpg				2014-03-17 16:29:46
26acc41a-34e4-4873-a6f7-1f56811c22f9	Rondvaart met open sloep - Blue Boat Company	De Blue Sky Boat van Blue Boat Company neemt je mee op een ontdekkingstocht door Amsterdam. Doordat de boot niet overdekt is, heb je een fantastisch uitzicht over de stad.	<div><strong>Unieke plekken&nbsp:</strong><br /> Omdat de sloep kleiner is dan een klassieke rondvaartboot, ontdek je andere stukjes van de stad. De schipper vertelt tijdens de vaart over de unieke plekken terwijl je geniet van een drankje.&nbsp:<br /> <br /> <strong>Vaartijden</strong><br /> De Blue Sky Boat vaart op wisselende tijden en indien het weer het toelaat. Voor meer informatie kun je telefonisch contact opnemen.<br /> <br /> De Blue Sky Boat is ook af te huren voor een priv&eacute: rondvaart. De boot komt altijd met schipper, maar verder is de invulling geheel vrijblijvend.</div>		Rondvaart met open sloep - Blue Boat Company	Two years ago, Blue Boat Company added a new member to its canal cruise fleet ? the Blue Sky Boat. This small open sloop (a traditional Dutch boat) takes you on a surprising journey through Amsterdam.	<div><span style=&quot:font-style: normal:&quot:>&nbsp:Thanks to its size, you can explore parts of the city that the larger canal boats can&rsquo:t reach. And because there is no glass between you and the sights, you can experience the city in the most direct way possible. During the cruise, the captain will share information about the places you pass as well as stories about the city ranging from history to the latest hotspots. You will be welcomed on board with a cold drink, which is of course included in the ticket price.</span></div> <div><br /> </div>		Rondvaart,Excursie	2.1.8,2.11.2	Blue Boat Company	AMSTERDAM	Stadhouderskade t/o 25	1071 ZD	52,359387	4,887949	http://www.blueboat.nl	http://media.iamsterdam.com/ndtrc/Images/20120418/2ea0063e-4349-4910-8753-e2e7e625bba7.jpg	http://media.iamsterdam.com/ndtrc/Images/20120418/2ea0063e-4349-4910-8753-e2e7e625bba7.jpg				2014-03-17 16:25:08
221f55a0-3295-42af-8de1-8b095f033cd6	Amsterdamse Kroegentocht	Deze Amsterdamse kroegentocht is een ouderwets gezellige rondleiding door het kloppende hart van Amsterdam. Tijdens de kroegentocht nemen de ''kroegentijgers'' van Getevents je mee naar de goed verborgen Amsterdamse cafeetjes.	<div>In deze onversneden Amsterdamse kroegen staat de spreekwoordelijke lepel nog steeds in de brijpot. De rondleiding begint op het Beursplein, maar het is ook mogelijk om ergens anders in het centrum te starten.<br /> <strong><br /> Jordaan</strong></div> <div>Als de groep compleet is, neemt de kroegenspecialist je mee naar de Jordaan. De gids vertelt je alles over de typisch Jordanese plekjes en plaatsen. Bijzondere verhalen over deze bruisende Amsterdamse volkswijk en haar roerige geschiedenis. Uiteraard neem je een 'kijkje' in de typische Jordanese kroegjes.</div> <div><br /> Deze rondleiding is te boeken op je eigen gewenste dag en tijdstip.</div> <div><br /> </div> <div><strong>Inclusief:</strong></div> <div>- Ervaren gids</div> <div>- Garantie op een gezellige middag.</div> <div><br /> </div>		Amsterdam Beer Tour				Excursie,Tocht	2.11.2,2.11.4	GET Events	AMSTERDAM	Gillis van Ledenberchstr 78	1052 VK	52,376337	4,871750	http://www.getevents.nl	http://media.iamsterdam.com/ndtrc/Images/20120425/f5da4bc6-6492-49e4-b169-fb7194cd6ccb.jpg,http://media.iamsterdam.com/ndtrc/Images/20120425/2ccc6650-9aa6-4c6d-8031-b995a5b49189.jpg,http://media.iamsterdam.com/ndtrc/Images/20120425/4fd0ad32-5c90-4795-93fe-117393d1d683.jpg	http://media.iamsterdam.com/ndtrc/Images/20120425/f5da4bc6-6492-49e4-b169-fb7194cd6ccb.jpg				2013-12-17 11:31:45
02498154-550e-424c-a773-3c52e337c143	Hap en Stap Tour	De Hap en Stap tour is een culinaire ontdekkingstocht door de binnenstad van Amsterdam. Tijdens dit uitje breng je een bezoek aan drie verschillende restaurantjes waar je geniet van een heerlijk voor-, hoofd- en nagerecht.	<div><strong>Jordaan</strong></div> <div>Deze rondleiding begint met een bezoekje aan de Jordaan. In deze voormalige volkswijk hoor je de verhalen en anekdotes van haar roerige geschiedenis en markante bewoners. Na deze Jordaantour ga je naar het eerste restaurant voor het voorgerecht.<br /> <strong><br /> Grachtengordel</strong></div> <div>Na het voorgerecht gaat de reis verder naar het tweede restaurant. De gids neemt je mee naar de wereldberoemde grachtengordel. Je loopt langs de monumentale pakhuizen en kleurrijke grachtenpanden en leert waarom juist dit deel van Amsterdam op de Werelderfgoedlijst staat.<br /> <strong><br /> Wallen</strong></div> <div>Na het hoofdgerecht is de grand finale op de Amsterdamse Wallen. De gidsen vertellen verhalen over deze intrigerende buurt van schaars geklede dames achter hun rood verlichte ramen. De Wallen bruisen en dat laten de gidsen graag zien.</div> <div><br /> </div> <div><strong>Inclusief:</strong></div> <div>- Professionele gids(en)</div> <div>- Beproefde route</div> <div>- Driegangendiner</div> <div>- BTW</div>	Altijd open	Hap and Stap Tour			Always open	Excursie,Tocht	2.11.2,2.11.4	GET Events 	AMSTERDAM	Gillis van Ledenberchstraat 78	1052 VK	52,376337	4,871750	http://www.getevents.nl	http://media.iamsterdam.com/ndtrc/Images/20120425/561adb35-8c4f-4e1b-a070-50848fdc815d.jpg,http://media.iamsterdam.com/ndtrc/Images/20120425/7172bc1b-a18f-4363-8f7d-dae597387ee8.jpg,http://media.iamsterdam.com/ndtrc/Images/20120425/3e9b4362-848c-4b52-be08-771905a64d8b.jpg	http://media.iamsterdam.com/ndtrc/Images/20120425/561adb35-8c4f-4e1b-a070-50848fdc815d.jpg	25-04-2012			2013-12-17 11:31:59
332d433c-8132-4e2b-b4d0-5c78901abf70	Moorddiner	Het Moorddiner in Amsterdam is er een voor de echte speurneuzen. Het is een speldiner vol teambuilding, lekker eten en bovenal gezelligheid in het bruisende hart van Amsterdam. 	<div>Samen met acteurs speel je tussen de gangen van een heerlijk diner het Moordspel. Het Moorddiner in Amsterdam is een groepsuitje vol hilarische taferelen.<br /> <br /> <strong>Wie is de dader?</strong></div> <div>Als je gasten aan de gedekte tafel plaats hebben genomen, bereden de rechercheurs het pand en vertellen dat er een moord is gepleegd. In teams verdeeld ga je de strijd aan om de waarheid boven tafel te krijgen. Welk team bestaat uit de grootste speurneuzen en weet de dader achter slot en grendel te krijgen?&nbsp:</div> <div><br /> Moorddiner in Amsterdam een spannend speldiner met een verrassend slot.</div> <div><br /> </div> <div><strong>Inclusief:</strong></div> <div>&ndash: Acteurs</div> <div>&ndash: Zaalhuur</div> <div>&ndash: Drie gangen diner&nbsp:</div> <div>&ndash: Prijs voor het winnende team</div> <div>&ndash: BTW</div> <div><br /> </div>	Toelichting: Tours op afspraak.	Moorddiner				Excursie	2.11.2	GET Events 	AMSTERDAM	Gillis van Ledenberchstraat  78	1052 VK	52,376337	4,871750	http://www.getevents.nl	http://media.iamsterdam.com/ndtrc/Images/20120502/df22b8d7-2559-4411-b99c-a37e11c95a57.jpg,http://media.iamsterdam.com/ndtrc/Images/20120502/8c223183-0c21-4c03-93c5-f30bff8d0139.jpg	http://media.iamsterdam.com/ndtrc/Images/20120502/df22b8d7-2559-4411-b99c-a37e11c95a57.jpg				2013-12-17 11:43:02
d3e65561-998d-4984-8c66-c6f3d0541146	Sex in the City Game in Amsterdam	Het Sex in the City spel is misschien wel het leukste spelprogramma van Amsterdam en uitermate geschikt als onderdeel voor tijdens je vriendinnenuitje of vrijgezellenfeestje. Dit groepsuitje is voor iedereen die zin heeft in een leuke middag vol grappen, grollen en gekkigheid.	<div><strong>Het spel</strong><br /> De groep wordt welkom geheten in stijl, op het Beursplein (op slechts 5 minuten loopafstand vanaf het Centraal Station en de Dam) met een heerlijk glas prosecco. Elk team krijgt een gouden tasje mee waarin allerlei gekke attributen zitten, zoals handboeien, stiletto's, fotolijstjes en meer. Zodra elk team is voorzien van een teamcaptain en een gouden tasje is het tijd om Amsterdam in te duiken. De teams moeten op zoek gaan naar hun eigen Mister Big, want wie weet loopt hij wel gewoon in Amsterdam rond.<br /> <br /> Ook krijgt elk team een camera mee, dit dient later als bewijsmateriaal en natuurlijk ook als leuk aandenken.</div> <div><br /> </div> <div>Het Sex in the City Spel eindigt in een echt Amsterdams caf&eacute: waar elk team als laatste opdracht uit volle borst een karaoke nummer moet zingen. Iedereen wordt hier op een lekker drankje getrakteerd en de spelbegeleider zal onthullen welk team er met de felbegeerde prijs vandoor gaat.</div>	Toelichting: Tours op afspraak.	Sex in the City Game in Amsterdam				Excursie	2.11.2	GET Events 	AMSTERDAM	Gillis van Ledenberchstraat  78	1052 VK	52,376337	4,871750	http://www.getevents.nl	http://media.iamsterdam.com/ndtrc/Images/20120503/a5acca51-fb18-43f6-87c4-4956e34e26cc.jpg,http://media.iamsterdam.com/ndtrc/Images/20120503/fc0b414c-97ea-4853-9b3d-a46396aaaf07.jpg,http://media.iamsterdam.com/ndtrc/Images/20120503/177ff0b1-4a2c-4bab-bfe8-81b386617f2c.jpg	http://media.iamsterdam.com/ndtrc/Images/20120503/a5acca51-fb18-43f6-87c4-4956e34e26cc.jpg				2013-12-17 11:44:23
73f8666a-aed2-408f-befb-da7fb1d3b900	Rondleidingen in Stadsarchief Amsterdam	Het Stadsarchief Amsterdam is gehuisvest in het monumentale gebouw De Bazel in hartje Amsterdam. Met zijn koloniale en Koninklijke ontvangstruimten beleef je een ware historische sensatie. Het voormalige hoofdkantoor van de Nederlandsche Handel Maatschappij en de ABN-Amro zit vol bijzondere verhalen.	<strong>Ontdek de verborgen schatten<br /> </strong>Onder deskundige begeleiding word je rondgeleid door de monumentale stijlkamers en bezoek je de ondergrondse bankkluis en de schitterende Art Deco schatkamer. Hier vind je de mooiste en ontroerendste stukken uit de collecties van het Stadsarchief Amsterdam. Zoals de gezinskaart van de familie Frank, een feestcatalogus van modehuis Metz en Co en foto&rsquo:s van Willeke Alberti en Theo van Gogh.<br /> <br /> Bekijk ook zeker de historische films over Amsterdam uit de 20ste eeuw en vergeet vooral niet te genieten van een kopje koffie met gebak in Caf&eacute: de Bazel. <br /> <br /> <strong>Algemene informatie<br /> </strong>Entree Stadsarchief Amsterdam: Gratis. <br /> Reguliere rondleidingen: Zaterdag en zondag om 14.00<br /> Kosten: &euro: 6,- volwassenen, &euro: 4,- (65+/Stadspas), kinderen tot 12 jaar gratis.<br /> Duur: 5 kwartier <br /> Reserveringen via: 020-2511511 (maandag t/m vrijdag 9.00 tot 17.00 uur),&nbsp:rondleidingen@stadsarchief.amsterdam.nl.<br /> <br /> <strong>Groepsrondleidingen<br /> </strong>Op elk gewenst tijdstip tussen 10.00 en 16.00 uur. Op zon- en feestdagen vanaf 12.00 uur. Kosten groepsrondleidingen: &euro: 85,- per groep van maximaal 20 personen (meerdere groepen tegelijk mogelijk). <br /> <br /> Voor reservering van groepsrondleidingen en -ontvangsten neem je contact op met Meino Schraal, bij voorkeur per e-mail: groepsrondleidingen@stadsarchief.amsterdam.nl en anders per telefoon: 020-2511619 (dinsdag t/m vrijdag).		Amsterdam City Archives guided tours	Amsterdam City Archives occupies the monumental building De Bazel in the heart of Amsterdam. As you move around its colonial and royal reception rooms you will experience a real sense of history. The building, once the headquarters of the Netherlands Trading Company and later the ABN AMRO bank, has many remarkable stories to tell.	<strong>Discover the hidden treasures<br /> </strong>You will be given an expert guided tour of the grand period rooms and taken downstairs to see the underground bank vault and the magnificent Art Deco treasury. This is where the most beautiful and most moving items from the collections of Amsterdam City Archives are displayed, including the &lsquo:family index card&rsquo: of the family of Anne Frank, a special festive catalogue of the fashion house Metz &amp: Co., and photographs of Willeke Alberti and Theo van Gogh. <br /> <br /> Don&rsquo:t miss the historical films about Amsterdam, made in the 20th century (and subtitled in English). A cup of coffee with a piece of cake at Caf&eacute: de Bazel will bring your visit to a relaxing conclusion. <br /> <br /> <strong>Regular guided tours (in Dutch)</strong><br /> Saturdays and Sundays at 14:00 Price: adults and children over 12 years of age 6 euros: with 65+ card or Stadspas 4 euros: children under 12 free of charge.&nbsp:<br /> Duration: An hour and 15 minutes.&nbsp:<br /> Reservations: Tel: +31 (0)20 251 1511 (Monday to Friday 09:00 to 17:00) or email: rondleidingen@stadsarchief.amsterdam.nl. &nbsp:&nbsp:<br /> <br /> <strong>Group guided tours (can be arranged in English)</strong>&nbsp:<br /> Group tours in English can be arranged at any time between 10:00 and 16:00  (Sundays &amp: public holidays from 12:00 to 16:00)<br /> Price: 85 euros per group (the maximum group size is 20 people: it is possible to organise more than one group guided tour at a time)<br /> Reservations: To reserve a guided tour and/or reception for a group, please contact Meino Schraal by e-mail: groepsrondleidingen@stadsarchief.amsterdam.nl or by telephone: +31 (0)20 251 1619 (Tuesday to Friday)		Excursie,Excursie	2.7.2,2.11.2	Stadsarchief Amsterdam, De Bazel	AMSTERDAM	Vijzelstraat 32	1017 HL	52,362614	4,891803	http://stadsarchief.amsterdam.nl/	http://media.iamsterdam.com/ndtrc/Images/20120514/1d8cc522-84a4-4696-bd4a-a9980aba568d.jpg,http://media.iamsterdam.com/ndtrc/Images/20120514/89f54cf7-0616-469f-8119-d1c13cb9bf2b.jpg,http://media.iamsterdam.com/ndtrc/Images/20120514/f6896fdc-0596-4a74-86dd-fb860ba78d64.jpg	http://media.iamsterdam.com/ndtrc/Images/20120514/1d8cc522-84a4-4696-bd4a-a9980aba568d.jpg				2013-12-17 12:00:38
2964aef7-7975-4230-9d4f-e2b4fabfe424	Steptocht	Dit is programma is een combinatie van een steptocht en puzzeltocht door de stad. Tijdens de ontvangst en speluitleg worden de deelnemers in twee groepen verdeeld. De ene groep gaat een steptocht door de stad maken de andere groep begint met een puzzeltocht. Tijdens de pauze krijgen de deelnemers allemaal een versnapering en vervolgens wisselen de deelnemers van onderdeel.	<div>Steptocht: Samen met de instructeur stept u een inspirerende tocht langs diverse bekende monumenten en bezienswaardigheden. Onderweg zullen er enkele stops zijn om op adem te komen. Zo zijn er kleine opdrachten en worden er mooie foto's gemaakt. Deze krijgt u na afloop digitaal aangeleverd, zodat u een herinnering heeft aan de steptocht. Het steppen is redelijk intensief dus als u twijfelt aan uw conditie kunnen we altijd een aantal fietsen reserveren.&nbsp:</div> <div><br /> </div> <div>Puzzeltocht: Aan de hand van een boekje lopen de deelnemers een puzzeltocht door de stad. Welk team beantwoord de meeste vragen goed en wordt na afloop in het zonnetje gezet?</div>	Altijd open	Steptour			Always open	Excursie,Excursie,Tocht	2.7.2,2.11.2,2.11.4	LeukeDagWeg.nl	PURMEREND	Signaal	1446 WT	52,511899	5,006770	http://www.leukedagweg.nl	http://media.iamsterdam.com/ndtrc/Images/20120514/cfd88ef8-a8bc-4cd1-840c-dec33678d4ac.jpg	http://media.iamsterdam.com/ndtrc/Images/20120514/cfd88ef8-a8bc-4cd1-840c-dec33678d4ac.jpg				2013-12-17 12:00:42
534d4732-7693-49e9-bf27-275bfde20740	Canal Bike	Amsterdam is het mooist vanaf het water en wat is er nu Amsterdamser dan de fiets te pakken? Combineer die twee en je hebt Canal Bike. Al ruim 25 jaar de leukste grachtenattractie van de stad. 	Canal Bike verhuurt 100 waterfietsen vanaf vier steigers in de binnenstad. Je kunt van een steiger vertrekken en de waterfiets bij een andere achterlaten. <br /> <br /> Terwijl je lekker in je eigen tempo rondzwerft door de grachten, kom je onderweg de gekste dingen tegen en maak je van alles mee. Mocht het een beetje regenen, dan is er een huifje voor op de waterfiets. Je krijgt een boekje mee met plattegrond en vier routebeschrijvingen om er zeker van te zijn dat je niets mist.		Canal Bike	The Canal Bike Classic is an exciting rally through the canals of Amsterdam. Compete against your friends or colleagues to see who can gather the most correct answers.	You can get a standard set of 20 questions from Canal Bike, or submit your own questions to give the rally a personal touch. The tour ends with fame (and a prize) for the winning team. The tour is only available for groups of 20 persons and more.<br /> <br /> The Puzzle Tour is a great adventure for groups of friends, family or a corporate outing. During the 1 &frac12: hour tour, you pedal around the 17th-century canal ring answering  serious and silly questions about the city. The Puzzle Tours start from the Canal Bike piers opposite the Rijksmuseum or the Anne Frank House. In case of rain, ponchos are provided. A soft drink is included with the tour. <br /> <br /> <p class=&quot:MsoNormal&quot:><span lang=&quot:EN-GB&quot:>The Amsterdam canal belt is officially recognized as a UNESCO World Heritage site.<o:p></o:p></span></p>		Excursie,Excursie	2.7.2,2.11.2		AMSTERDAM	Weteringschans 26-I	1017 SG	52,360744	4,886957	http://www.canal.nl/canal-bike	http://media.iamsterdam.com/ndtrc/Images/20120516/ca73b233-63ab-439c-9c8e-d08ce21f0f71.jpg	http://media.iamsterdam.com/ndtrc/Images/20120516/ca73b233-63ab-439c-9c8e-d08ce21f0f71.jpg				2013-12-17 12:05:36
